# x, y
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.999999939225290291e-09
7.500000000000000000e+00 7.499999732374362793e-09
2.500000000000000000e+00 2.499999984806322573e-09
3.750000000000000000e+00 3.749999866187181397e-09
8.750000000000000000e+00 8.749999835799826542e-09
6.250000000000000000e+00 6.249999628948899044e-09
1.250000000000000000e+00 1.249999992403161286e-09
1.875000000000000000e+00 1.874999933093590698e-09
6.875000000000000000e+00 6.874999680661630919e-09
9.375000000000000000e+00 9.374999443423348566e-09
4.375000000000000000e+00 4.374999917899913271e-09
3.125000000000000000e+00 3.124999814474449522e-09
8.125000000000000000e+00 8.124999339997884817e-09
5.625000000000000000e+00 5.625000021325377020e-09
6.250000000000000000e-01 6.249999962015806432e-10
9.375000000000000000e-01 9.374999665467953491e-10
5.937500000000000000e+00 5.937499825137138032e-09
