# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.818406749516725540e-03 1.250000000000000000e-01 6.273534381762146950e-04 6.815749220550060272e-03 1.250000000000000000e-01 6.273534381762146950e-04
1.000000000000000000e+03 8.616588078439235687e-03 7.323579047806560993e-04 2.606719863251782954e-05 8.655875921249389648e-03 7.323579047806560993e-04 2.606719863251782954e-05
2.000000000000000000e+03 1.144593115895986557e-03 8.739972690818831325e-05 2.022167564064147882e-06 1.105847302824258804e-03 8.739972690818831325e-05 2.022167564064147882e-06
3.000000000000000000e+03 8.526971214450895786e-05 4.618748062057420611e-05 4.807614573110186029e-08 8.430680463789030910e-05 4.618748062057420611e-05 4.807614573110186029e-08
4.000000000000000000e+03 1.265940227312967181e-06 2.212374283772078343e-09 2.624427342112767292e-10 1.012165057545644231e-06 2.212374283772078343e-09 2.624427342112767292e-10
5.000000000000000000e+03 6.582770765817258507e-06 9.789069963517249562e-07 2.432797963081156922e-09 5.713298833143198863e-06 9.789069963517249562e-07 2.432797963081156922e-09
6.000000000000000000e+03 1.225367327606363688e-06 1.177006936359248357e-09 1.961474732636858676e-11 1.067410039468086325e-06 1.177006936359248357e-09 1.961474732636858676e-11
7.000000000000000000e+03 7.974059030857461039e-07 9.193756866920921311e-11 9.412415291620845892e-10 7.103856773937877733e-07 9.193756866920921311e-11 9.412415291620845892e-10
8.000000000000000000e+03 1.162495755124837160e-05 2.378431418037507683e-06 6.697132293176366602e-10 1.168601738754659891e-05 2.378431418037507683e-06 6.697132293176366602e-10
9.000000000000000000e+03 9.971223335014656186e-05 2.498953472240827978e-05 3.716575918133457890e-07 9.900523582473397255e-05 2.498953472240827978e-05 3.716575918133457890e-07
1.000000000000000000e+04 3.402997663215501234e-06 5.558861744248133618e-07 4.852107160502328043e-09 3.310432703074184246e-06 5.558861744248133618e-07 4.852107160502328043e-09
1.100000000000000000e+04 1.534655530122108757e-05 9.600666999176610261e-07 4.319121504892109442e-09 1.508252444182289764e-05 9.600666999176610261e-07 4.319121504892109442e-09
1.200000000000000000e+04 8.250953396782279015e-05 4.526387328951386735e-06 4.385699270414988860e-08 8.199521107599139214e-05 4.526387328951386735e-06 4.385699270414988860e-08
1.300000000000000000e+04 2.184584815267953672e-07 7.621014930236924556e-12 1.113130594643241267e-11 1.970899035086404183e-07 7.621014930236924556e-12 1.113130594643241267e-11
1.400000000000000000e+04 1.740176958264783025e-05 1.391915986914682435e-07 3.518042746009086841e-09 1.728120332700200379e-05 1.391915986914682435e-07 3.518042746009086841e-09
1.500000000000000000e+04 1.089974772185087204e-03 1.218166580656543374e-04 6.027593371982220560e-06 1.073213294148445129e-03 1.218166580656543374e-04 6.027593371982220560e-06
1.600000000000000000e+04 2.848666394129395485e-03 1.261712750419974327e-04 3.899125658790580928e-06 2.851520664989948273e-03 1.261712750419974327e-04 3.899125658790580928e-06
1.700000000000000000e+04 9.381661075167357922e-04 7.365658530034124851e-05 3.671422064144280739e-07 9.373270440846681595e-04 7.365658530034124851e-05 3.671422064144280739e-07
1.800000000000000000e+04 2.533880660848808475e-06 7.874405838492748444e-08 4.403101494521166615e-10 2.493386318747070618e-06 7.874405838492748444e-08 4.403101494521166615e-10
1.900000000000000000e+04 3.834634117083624005e-05 2.987804009535466321e-06 7.018370329348044834e-09 3.797400131588801742e-05 2.987804009535466321e-06 7.018370329348044834e-09
2.000000000000000000e+04 7.363521945080719888e-06 6.060536179575137794e-07 1.540387539744614287e-10 7.185253252828260884e-06 6.060536179575137794e-07 1.540387539744614287e-10
2.100000000000000000e+04 5.819000216433778405e-05 8.529702881787670776e-07 1.915082670223000605e-08 5.880253957002423704e-05 8.529702881787670776e-07 1.915082670223000605e-08
2.200000000000000000e+04 7.195829675765708089e-05 8.691718903719447553e-06 9.087619190495388466e-08 7.144988194340839982e-05 8.691718903719447553e-06 9.087619190495388466e-08
2.300000000000000000e+04 1.209663082590850536e-06 7.050360295579594094e-10 1.274172656273719895e-09 1.206626734528981615e-06 7.050360295579594094e-10 1.274172656273719895e-09
2.400000000000000000e+04 8.243906449934002012e-06 6.203772500157356262e-07 1.919286535256858883e-10 8.087185960903298110e-06 6.203772500157356262e-07 1.919286535256858883e-10
2.500000000000000000e+04 4.693632035923656076e-06 1.244460534621794068e-09 4.645286654387245986e-15 4.640290171664673835e-06 1.244460534621794068e-09 4.645286654387245986e-15
2.500000000000000000e+04 2.346816017961828038e-06 2.488921069243588136e-09 9.290573139367902522e-14 2.320145085832336918e-06 2.488921069243588136e-09 9.290573139367902522e-14
2.543400000000000000e+04 2.644108398897060397e-08 3.637978807091712952e-12 1.778011765596332339e-12 2.563967171909098397e-08 3.637978807091712952e-12 1.778011765596332339e-12
